Locus	Sclero	ToxPoly
uce-7919	-3324.2565	-3320.3551	
uce-7920	-3207.3174	-3208.4823	
uce-7923	-5352.9287	-5336.4510	
uce-7924	-4462.0335	-4466.8876	
uce-7926	-1717.3045	-1716.3694	
uce-7928	-4787.0205	-4785.2648	
uce-7929	-4433.7302	-4428.6143	
uce-793	-2230.2698	-2221.8197	
uce-7930	-1694.2929	-1695.2054	
uce-7934	-2406.1067	-2405.7602	
uce-7939	-3053.1830	-3054.3338	
uce-794	-3237.5971	-3234.9107	
uce-7940	-1645.4057	-1638.8390	
uce-7941	-3117.1620	-3117.3788	
uce-7943	-3341.2868	-3338.3654	
uce-7946	-4108.5396	-4108.7865	
uce-7947	-3937.1834	-3938.1867	
uce-7948	-3349.6842	-3351.0250	
uce-7949	-4329.7313	-4321.0970	
uce-7950	-3801.1568	-3799.8969	
uce-7951	-2095.6337	-2129.2319	
uce-7955	-4385.5692	-4385.1449	
uce-7956	-1642.5480	-1643.7522	
uce-7957	-786.9195	-787.2351	
uce-7958	-4157.3386	-4146.3029	
uce-7959	-1726.6567	-1723.6164	
uce-7960	-2984.9212	-2984.3220	
uce-7961	-2065.3891	-2065.8099	
uce-7962	-4957.2706	-4952.3615	
uce-7963	-1708.3489	-1700.1083	
uce-7965	-4308.3110	-4308.3800	
uce-7967	-6063.0732	-6066.6867	
uce-7968	-4935.5818	-4937.8654	
uce-7969	-4406.5633	-4412.3887	
uce-7970	-4109.0047	-4103.2037	
uce-7971	-4461.1117	-4457.6447	
uce-7972	-3990.9469	-3986.7973	
uce-7975	-1718.5700	-1719.6476	
uce-7977	-1601.5043	-1597.1162	
uce-7978	-5249.1884	-5245.1535	
uce-7979	-2729.4457	-2728.3020	
uce-7981	-4832.1904	-4829.8571	
uce-7982	-2769.4096	-2773.0874	
uce-7983	-2071.6076	-2063.2194	
uce-7984	-3135.5180	-3136.0226	
uce-7985	-5423.5206	-5419.3006	
uce-7987	-3699.4606	-3696.2509	
uce-7988	-3467.2062	-3462.4937	
uce-799	-3391.1089	-3385.2155	
uce-7990	-2315.4813	-2315.9597	
uce-7991	-2784.9577	-2783.0763	
uce-7992	-4364.1917	-4359.1237	
uce-7994	-5514.4770	-5510.1462	
uce-7996	-1809.1558	-1806.5094	
uce-7997	-1817.0939	-1815.4080	
uce-7999	-1570.9055	-1570.0443	
uce-80	-2950.7602	-2951.4652	
uce-800	-3038.5342	-3036.9776	
uce-8002	-1435.9452	-1435.9449	
uce-8005	-4729.7546	-4729.8692	
uce-8006	-2572.2299	-2574.2595	
uce-8009	-3599.2019	-3582.9215	
uce-8010	-2793.0389	-2794.0259	
uce-8011	-2343.3220	-2343.1888	
uce-8012	-3318.5116	-3320.4352	
uce-8014	-3091.1108	-3081.4140	
uce-8016	-2663.9716	-2663.3446	
uce-8017	-1094.7112	-1091.5530	
uce-802	-3679.5953	-3679.5949	
uce-8026	-3482.9863	-3478.4141	
uce-8029	-3437.4410	-3435.6924	
uce-803	-2349.6077	-2349.7669	
uce-8030	-3524.8327	-3525.4842	
uce-8031	-650.4076	-646.6008	
uce-8032	-2158.1122	-2153.2023	
uce-8033	-2253.3016	-2255.1585	
uce-8035	-3737.0941	-3734.3715	
uce-8036	-1646.3065	-1648.7787	
uce-8037	-2840.4718	-2835.0360	
uce-8043	-3234.0695	-3234.0688	
uce-8044	-2711.1890	-2708.9907	
uce-8045	-2014.3612	-2007.6869	
uce-8046	-2379.7299	-2383.4020	
uce-805	-3219.4564	-3213.9466	
uce-81	-3676.2955	-3677.1082	
uce-810	-3287.7171	-3288.8909	
uce-812	-2949.3659	-2947.4775	
uce-813	-2485.1577	-2479.7286	
uce-814	-1625.7348	-1628.9988	
uce-816	-3352.7278	-3349.4079	
uce-818	-4057.0546	-4056.7092	
uce-819	-2407.4484	-2402.6274	
uce-82	-2556.4784	-2553.8909	
uce-823	-2389.3965	-2387.3552	
uce-824	-1011.4651	-1013.7559	
uce-825	-1942.7366	-1942.4258	
uce-826	-1645.5238	-1643.6383	
uce-827	-4580.7426	-4572.6367	
uce-828	-1877.0668	-1877.4861	
uce-83	-3697.4125	-3687.9198	
uce-831	-4079.0453	-4078.3909	
uce-833	-3446.6277	-3425.5548	
uce-834	-3804.5793	-3801.9455	
uce-836	-3869.8916	-3870.2387	
uce-837	-2180.0394	-2170.9466	
uce-838	-1568.3579	-1565.4938	
uce-84	-3361.8437	-3360.5080	
uce-841	-1885.4276	-1886.7936	
uce-843	-4830.5246	-4830.4547	
uce-845	-1243.6736	-1249.8279	
uce-848	-3194.0086	-3194.0088	
uce-849	-3324.3895	-3324.3467	
uce-85	-1372.9920	-1362.8679	
uce-850	-2819.8738	-2808.6094	
uce-851	-3143.9290	-3133.0934	
uce-853	-1741.4723	-1741.9889	
uce-855	-4202.5281	-4202.5284	
uce-857	-4205.6085	-4205.0183	
uce-859	-3501.7558	-3500.8821	
uce-861	-2906.4484	-2907.7261	
uce-864			
uce-865	-3716.3601	-3714.8490	
uce-866	-5165.3659	-5162.4767	
uce-867	-1638.8530	-1638.9260	
uce-868	-3413.2431	-3409.1500	
uce-869	-4325.0904	-4317.9519	
uce-87	-1453.0427	-1454.0567	
uce-871	-3461.4471	-3462.2487	
uce-872	-1955.6709	-1952.9678	
uce-873	-3784.2965	-3781.1895	
uce-876	-3494.6677	-3498.4266	
uce-877	-2445.0478	-2443.7970	
uce-88	-4353.4821	-4355.5723	
uce-881	-5341.2012	-5342.3423	
uce-882	-2855.5599	-2860.8644	
uce-883	-3049.2981	-3043.8884	
uce-884	-1858.6776	-1858.2072	
uce-885	-4395.9285	-4390.6791	
uce-886	-2604.1711	-2600.6081	
uce-887	-3887.1136	-3887.9795	
uce-888	-3659.2941	-3654.8035	
uce-889	-2335.8807	-2335.8588	
uce-891	-3703.7761	-3713.2511	
uce-893	-3636.7054	-3637.4105	
uce-897	-2467.8998	-2469.1918	
uce-898	-2640.8865	-2633.4595	
uce-899	-4136.9797	-4138.3208	
uce-90	-1390.8133	-1389.1404	
uce-903	-3704.1366	-3700.7229	
uce-904	-4443.0585	-4436.2251	
uce-905	-2291.0431	-2285.7254	
uce-906	-1826.4846	-1820.9455	
uce-907	-3118.0545	-3118.2924	
uce-908	-3247.3252	-3246.0413	
uce-910	-2221.7103	-2219.5750	
uce-912	-1549.2645	-1550.7140	
uce-913	-3004.0516	-3005.7989	
uce-914	-3997.7515	-3985.2488	
uce-915	-5899.6820	-5897.9220	
uce-916	-3645.8464	-3649.2069	
uce-917	-1728.4665	-1728.9170	
uce-918	-3543.7448	-3543.8811	
uce-919	-3666.2163	-3662.0397	
uce-920	-2839.7787	-2839.1475	
uce-921	-3028.2223	-3025.6102	
uce-923	-3504.6061	-3505.8074	
uce-93	-1438.9696	-1434.5194	
uce-930	-3213.4588	-3212.8307	
uce-931	-4857.1236	-4852.3966	
uce-932	-1796.1504	-1798.1305	
uce-934	-3453.3196	-3452.1636	
uce-937	-3582.5198	-3582.2048	
uce-938	-2740.5050	-2724.7291	
uce-939	-1469.0083	-1466.7242	
uce-94	-1256.0565	-1255.6572	
uce-940	-2461.4454	-2463.5265	
uce-943	-2008.8061	-1996.9155	
uce-946	-3210.8396	-3202.4933	
uce-949	-1922.8463	-1927.2228	
uce-95	-2846.9298	-2845.9237	
uce-950	-2941.4348	-2939.6953	
uce-951	-5172.1546	-5166.1041	
uce-953	-3423.2825	-3411.6339	
uce-955	-3032.2875	-3030.5629	
uce-956	-4273.1949	-4275.5442	
uce-958	-2335.1808	-2324.0283	
uce-959	-2375.6731	-2377.8276	
uce-962	-2740.4699	-2740.0193	
uce-965	-3258.6136	-3260.1622	
uce-967	-2470.1005	-2467.1203	
uce-968	-1718.0005	-1718.0417	
uce-97	-5088.2598	-5084.0964	
uce-971	-4495.2961	-4495.9253	
uce-972	-3606.4093	-3603.5415	
uce-976	-2213.4461	-2210.0731	
uce-978	-2641.5427	-2635.3803	
uce-98	-3627.8874	-3626.9444	
uce-985	-3539.3358	-3540.2701	
uce-987	-3212.9191	-3208.0191	
uce-989	-1308.8078	-1306.1075	
uce-99	-2410.9606	-2406.7927	
uce-990	-1965.4693	-1968.5370	
uce-991	-4043.7030	-4043.7029	
uce-995	-1987.3106	-1986.8005	
uce-997	-2259.6567	-2260.0604	
uce-998	-3832.5670	-3828.0494	
uce-999	-2892.1167	-2892.4102	
